,ISO3,year,displacements,GID_1,GID_2,num_provinces,num_districts,GFD_matches,GFD_matches_nr,GFD_matches_time_dif,GFD_duration,matching_type,pop_affected_sum_GHSL,pop_affected_mean_GHSL,pop_density_GHSL,pop_affected_sum_GPW,pop_affected_mean_GPW,pop_density_GPW,GDP_affected_sum,cable_affected_sum,plant_affected_sum,power_pole_affected_sum,power_tower_affected_sum,line_affected_sum,mast_affected_sum,communication_tower_affected_sum,doctors_affected_sum,hospital_affected_sum,pharmacy_affected_sum,primary_road_affected_sum,tertiary_road_affected_sum,reservoir_affected_sum,school_affected_sum,university_affected_sum,GDP_affected_mean,education_affected_mean,energy_affected_mean,health_affected_mean,telecommunication_affected_mean,transportation_affected_mean,water_affected_mean,CISI_global_affected_mean,cable_affected_mean,plant_affected_mean,power_pole_affected_mean,power_tower_affected_mean,line_affected_mean,mast_affected_mean,communication_tower_affected_mean,doctors_affected_mean,hospital_affected_mean,pharmacy_affected_mean,primary_road_affected_mean,tertiary_road_affected_mean,reservoir_affected_mean,school_affected_mean,university_affected_mean,GDPpc_mean,HDI_mean,urbanization_mean,landuse_total_mean,elevation_mean,roughness_mean,slope_mean,female_mean,pop_0_14_mean,pop_65_plus_mean,FLOPROS_merged_mean,FLOPROS_modeled_mean,forest_cover_mean
84,COD,2018.0,14000.0,"COD.4_1,COD.14_1",,2.0,,1,4586,20.0,13.0,1,0.0,0.0,0.0,86.0,21.0,351.02,1142768.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13566,0.0,0.0,0.0,380922.95833,0.0,0.0,0.0,0.0,0.00022,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04522,0.0,0.0,0.0,780.31673,0.4558,0.0,0.01496,975.5625,4.375,0.3851,0.5033,0.45465,0.02831,2.0,2.0,0.00049
85,COL,2014.0,3.0,COL.23_1,,1.0,,1,4159,18.0,68.0,1,2346.0,7.0,65.05,324.0,1.0,8.98,722578432.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,6.30521,132.68416000000002,0.03595,0.01252,0.0,18064460.8,3e-05,0.0,4e-05,0.00013000000000000002,0.0005099999999999999,1e-05,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.05405,0.02703,0.05405,0.0,0.17040999999999998,3.58606,0.00097,0.00034,0.0,11942.7375,0.73115,0.00014,0.00403,197.13238,11.79037,0.99097,0.45457,0.40016,0.03743,16.0,16.0,0.0007599999999999999
86,COL,2017.0,90.0,,"COL.6.89_1,COL.17.8_1,COL.17.26_1,COL.19.19_1,COL.21.22_1",,5.0,1,4495,2.0,17.0,1,59561.0,567.0,32779.86,10856.0,103.0,5974.68,3758708480.0,0.0,0.0,0.0,133.0,72.49848,1.0,0.0,3.0,1.0,16.0,113.75143,492.77721,0.0,0.16126,0.0,313225706.66667,0.00132,0.019180000000000003,0.0007700000000000001,0.00066,0.013330000000000002,0.0,0.0113,0.0,0.0,0.0,12.09091,6.59077,0.09091,0.0,0.27273000000000003,0.09091,1.45455,10.34104,44.79793,0.0,0.01466,0.0,7007.729170000001,0.73687,0.00941,0.00583,22.72143,47.03929,3.93918,0.49626,0.36559,0.05276,7.38462,7.38462,0.00045
87,DEU,2017.0,200.0,"DEU.9_1,DEU.14_1",,2.0,,1,4503,0.0,4.0,1,32885.0,41.0,322.96,45188.0,57.0,443.79,49634811904.0,192.42937,9.15099,5705.0,5288.0,1648.56232,122.0,118.0,621.0,38.0,471.0,1773.27133,19136.34885,14.07957,6.53718,0.74608,376021302.30303,0.0109,0.07064,0.01185,0.00936,0.0484,0.00196,0.05249,1.53943,0.07321,45.64,42.304,13.1885,0.976,0.944,4.968,0.304,3.768,14.18617,153.09079,0.11264,0.0523,0.0059700000000000005,40328.50758,0.93233,0.02044,0.3643,111.59814,10.96776,0.9702,0.50715,0.12417,0.23958,80.74242,67.74242,0.00021
88,DEU,2017.0,18.0,DEU.3_1,DEU.3.1_1,1.0,1.0,1,4503,26.0,4.0,1,21574.0,229.0,1643.11,83714.0,890.0,6375.78,36254535680.0,116.76625,1.07847,77.0,123.0,33.98154,37.0,19.0,213.0,19.0,163.0,234.67491,2903.27178,0.004520000000000001,2.8284,0.5855199999999999,3625453568.0,0.08276,0.05705,0.08151,0.04499,0.13881,0.02908,0.15083,16.680889999999998,0.15407,11.0,17.57143,4.8545099999999985,5.28571,2.71429,30.42857,2.71429,23.28571,33.52499,414.75311,0.00065,0.40406,0.08365,38818.15,0.93771,0.0787,0.22488,35.2008,10.72274,0.93405,0.51362,0.12754,0.19427,100.0,106.0,0.00031
89,DOM,2015.0,20000.0,,,,,1,4227,0.0,4.0,1,412643.0,184.0,865.02,268036.0,120.0,561.88,37044084736.0,0.0,1.12854,24.0,2774.0,638.31439,17.0,29.0,46.0,173.0,516.0,1488.46729,13841.65366,0.54409,2.74603,1.293,169151071.85388002,0.00152,0.01454,0.0022600000000000003,0.00107,0.01842,3e-05,0.01263,0.0,0.006840000000000001,0.14545,16.81212,3.86857,0.10303,0.17576,0.27879,1.04848,3.12727,9.02101,83.88880999999998,0.0033,0.016640000000000002,0.00784,13321.40868,0.71991,0.008709999999999999,0.14514000000000002,17.44806,12.97919,1.13903,0.4759,0.31007,0.06598,12.22768,12.22768,0.00027
90,ECU,2008.0,13871.0,,,,,2,"[3263, 3267]",2.5,92.5,2,657512.0,88.0,291.51,902602.0,121.0,400.17,45023862784.0,0.80406,0.78228,612.0,2354.0,997.67555,5.0,107.0,145.0,261.0,938.0,2775.04651,22210.122000000007,7.53187,6.14268,5.9472,114564536.34606,0.00207,0.00957,0.00194,0.0008699999999999999,0.01534,0.00023,0.00919,0.00247,0.0024,1.8773,7.220860000000001,3.06035,0.01534,0.32822,0.44479,0.80061,2.8773,8.512410000000001,68.12921,0.0231,0.01884,0.01824,8371.01081,0.70193,0.00594,0.10253,69.23804,8.86887,0.70992,0.48181,0.34422,0.0667,14.89356,14.89356,0.0005099999999999999
91,ECU,2013.0,7340.0,,,,,1,4017,3.0,6.0,1,7.0,0.0,7.95,107.0,8.0,121.45,30148582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,61.45188,0.0,0.0,0.0,6029716.4,0.0,0.0,0.0002,0.0,0.0016699999999999998,0.0,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,15.36297,0.0,0.0,0.0,7068.125,0.7366,0.0005200000000000001,0.02163,402.11058,37.77885,3.28952,0.45927,0.43472,0.03923,16.6,16.6,0.00056
92,ECU,2015.0,1527.0,,,,,1,4225,26.0,4.0,1,1228.0,3.0,26.42,1295.0,3.0,27.86,740943040.0,0.0,0.0,5.0,39.0,22.74787,0.0,6.0,3.0,11.0,4.0,82.70416,691.32426,0.01132,0.12341,0.43938,11761000.63492,0.00036,0.00108,0.00013000000000000002,0.00024,0.0023,0.0,0.00121,0.0,0.0,0.08333,0.65,0.37913,0.0,0.1,0.05,0.18333,0.06667000000000001,1.3784,11.52207,0.00019,0.00206,0.00732,8028.374009999998,0.7386699999999999,0.00545,0.04558,815.89273,24.22643,2.08606,0.46058,0.4098,0.04244,16.15873,16.15873,0.00049
93,ECU,2016.0,16768.0,ECU.8_1,ECU.8.3_1,1.0,1.0,1,4326,5.0,10.0,1,6700.0,66.0,715.96,3648.0,36.0,389.83,608466048.0,0.0,0.0,34.0,35.0,28.19947,0.0,4.0,3.0,3.0,8.0,69.35635,426.11504,0.0,0.09572,0.0,33803669.33333,0.00037,0.00419,0.00022,0.00053,0.00627,0.0,0.004070000000000001,0.0,0.0,2.26667,2.33333,1.87996,0.0,0.26667,0.2,0.2,0.53333,4.62376,28.40767,0.0,0.006379999999999999,0.0,8273.40451,0.74295,0.00289,0.06726,5.65594,11.49629,0.92297,0.51932,0.45196,0.14186,8.5,8.5,0.00043
94,EGY,2015.0,100.0,,,,,1,4305,1.0,4.0,1,4303041.0,336.0,731.16,3703582.0,289.0,629.31,453271846912.0,9.14948,3.22085,808.0,26363.0,7757.874729999998,7.0,111.0,40.0,265.0,220.0,7106.46715,131264.04217,1.21975,2.15039,11.07182,878433811.84496,0.00144,0.0697,0.00067,0.0007700000000000001,0.05514,8e-05,0.04024,0.02254,0.00793,1.99015,64.9335,19.10807,0.017240000000000002,0.2734,0.09852,0.65271,0.54187,17.503610000000002,323.31045,0.003,0.0053,0.02727,9876.92054,0.68983,0.02028,0.21002,98.55847,4.0279300000000005,0.31241,0.48212,0.3293,0.03585,16.4636,18.1954,4e-05
95,ESP,2014.0,400.0,,,,,1,4199,0.0,3.0,1,527801.0,281.0,2265.01,261818.0,139.0,1123.57,52154605568.0,4.55589,0.58738,1360.0,11356.0,2260.528860000001,29.0,187.0,140.0,112.0,461.0,2397.49309,11733.69031,5.60489,3.23856,1.15484,345394738.86093,0.00239,0.07976,0.00292,0.00509,0.03211,0.00181,0.04622,0.04032,0.0052,12.0354,100.49558,20.00468,0.25664000000000003,1.65487,1.23894,0.99115,4.07965,21.21675,103.83797,0.0496,0.02866,0.01022,28070.26821,0.8561700000000001,0.01183,0.007940000000000001,143.8535,55.94872,4.91973,0.48582,0.14664000000000002,0.14287,0.0,0.0,1e-05
96,ETH,2008.0,52000.0,,,,,1,3404,0.0,4.0,1,3609.0,48.0,448.88,1277.0,17.0,158.83,76343920.0,0.0,0.0,0.0,5.0,2.4937,0.0,0.0,0.0,0.0,0.0,44.41335,1115.92766,0.0,0.0,0.0,2726568.57143,0.0,0.00025,2e-05,0.0,0.00608,0.0,0.00157,0.0,0.0,0.0,0.16667,0.08312,0.0,0.0,0.0,0.0,0.0,1.48044,37.19759000000001,0.0,0.0,0.0,946.80448,0.39967,0.0004,0.03115,791.4975,9.94583,0.80177,0.46005,0.48935,0.02626,2.0,2.0,9e-05
97,ETH,2008.0,20000.0,,,,,1,3367,0.0,8.0,1,527.0,9.0,39.64,606.0,10.0,45.58,30264842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.26883,385.48224,0.0,0.00213,0.0,2328064.76923,1e-05,0.0,3e-05,0.0,0.004520000000000001,0.0,0.00113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692,0.0,0.94376,29.65248,0.0,0.00016,0.0,1101.17157,0.39468,7e-05,0.00499,435.28399,3.52522,0.29064,0.48881,0.42809,0.01324,2.0,2.0,0.00035
98,ETH,2013.0,57991.0,,,,,1,4055,30.0,15.0,1,25083.0,91.0,392.25,8404.0,30.0,131.42,436087296.0,0.0,0.0,0.0,376.0,139.62668,0.0,2.0,0.0,2.0,1.0,36.86446,1787.62251,0.0,0.0,3.80473,7650654.3157899985,0.00196,0.00783,6e-05,8e-05,0.00402,0.0,0.00447,0.0,0.0,0.0,6.37288,2.36655,0.0,0.0339,0.0,0.0339,0.01695,0.6248199999999999,30.29869,0.0,0.0,0.06448999999999999,1330.37281,0.435,0.00073,0.03382,864.6468199999998,6.97205,0.5755399999999999,0.45163,0.46217,0.02359,2.0,2.0,6e-05
99,ETH,2013.0,2295.0,,,,,1,4022,12.0,4.0,1,1656.0,3.0,9.45,12197.0,27.0,69.59,381061472.0,0.0,0.0,0.0,44.0,18.18165,0.0,4.0,0.0,1.0,0.0,14.256479999999998,692.35721,0.0,0.0,0.0,7056693.92593,0.0,0.00123,1e-05,0.0002,0.00319,0.0,0.00129,0.0,0.0,0.0,0.93617,0.38684,0.0,0.08511,0.0,0.02128,0.0,0.30333000000000004,14.731,0.0,0.0,0.0,1350.9053800000004,0.44733,0.00021,0.12102,750.70248,11.13442,0.96994,0.47651,0.48583,0.032080000000000004,2.0,2.0,0.0002
100,ETH,2014.0,36000.0,,,,,1,4186,20.0,20.0,1,3393.0,13.0,65.63,12230.0,47.0,236.55,151797648.0,0.0,0.0,0.0,34.0,15.24324,0.0,0.0,0.0,2.0,0.0,28.7525,701.52323,0.0,0.01049,0.32314,4337075.65714,0.00036,0.0016300000000000002,3e-05,0.0,0.0076700000000000015,0.0,0.0025800000000000003,0.0,0.0,0.0,1.17241,0.52563,0.0,0.0,0.0,0.06897,0.0,0.99147,24.19046,0.0,0.00036,0.01114,1500.84464,0.44043,0.00086,0.06982000000000001,481.25268,4.08196,0.29991,0.48762,0.43786,0.0162,2.0,2.0,0.0005099999999999999
101,ETH,2016.0,48774.0,,,,,1,4369,0.0,6.0,1,200268.0,51.0,68.64,82405.0,21.0,28.24,1929669120.0,0.0,0.0,0.0,646.0,260.70808,0.0,8.0,0.0,4.0,8.0,104.11513,1146.7699,0.0,0.0,0.91022,25390383.15789,0.00053,0.014180000000000003,0.00011,0.00032,0.00695,0.0,0.00715,0.0,0.0,0.0,10.94915,4.41878,0.0,0.13559000000000002,0.0,0.0678,0.13559000000000002,1.76466,19.43678,0.0,0.0,0.01543,1590.61246,0.459,0.00318,0.40863,1792.73709,1.37248,0.1171,0.48981,0.44688,0.02841,2.0,2.0,1e-05
102,GBR,2016.0,928.0,,,,,1,4328,26.0,2.0,2,3084441.0,249.0,3040.68,3089380.0,249.0,3045.55,1158483804160.0,2110.3818100000008,13.33506,125342.0,29834.0,10166.27538,757.0,855.0,2366.0,857.0,4197.0,26428.638430000006,185333.72787,94.6287,279.17542000000003,28.830070000000006,743094165.59333,0.0168,0.0565,0.00418,0.00574,0.04003,0.00114,0.04262,1.64745,0.01041,97.84699,23.289620000000006,7.9362,0.5909399999999999,0.66745,1.84699,0.66901,3.27635,20.63126,144.67893999999995,0.07387,0.21794,0.02251,36979.30212,0.91393,0.025710000000000004,0.17434000000000002,101.73453,23.92035,2.19073,0.50575,0.16477999999999998,0.21428000000000005,110.98475,42.74905,0.00041
103,GHA,2018.0,52000.0,GHA.6_1,,1.0,,1,4683,0.0,31.0,1,40672.0,12.0,26.43,90228.0,26.0,58.62,1674420992.0,0.0,0.00234,0.0,406.0,141.5839,6.0,14.0,0.0,0.0,1.0,341.62072,2957.47585,0.34948,0.11608,0.0,10209884.097560003,6e-05,0.00345,2e-05,0.00055,0.00479,2e-05,0.0026100000000000003,0.0,2e-05,0.0,2.92086,1.01859,0.04317,0.10072,0.0,0.0,0.00719,2.4577,21.2768,0.00251,0.00084,0.0,4200.86128,0.59359,0.007890000000000001,0.25527,105.37313,5.6279,0.43081,0.5007199999999999,0.44746,0.04418,5.914630000000002,5.914630000000002,0.00023
104,GRC,2010.0,,,,,,1,3591,3.0,9.0,1,460850.0,70.0,649.96,362903.0,55.0,511.82,123824668672.0,20.6185,2.27757,285.0,12500.0,4466.31826,51.0,123.0,161.0,126.0,1503.0,5872.47667,61969.82178,121.44174,5.3989400000000005,2.82816,148115632.38278002,0.00079,0.02129,0.00079,0.00092,0.0259,0.00162,0.016309999999999998,0.02958,0.0032700000000000003,0.4089,17.934,6.40792,0.07317,0.17647000000000002,0.23099,0.18077,2.15638,8.425360000000001,88.90935999999998,0.17423,0.00775,0.00406,26157.72488,0.8449,0.0029100000000000003,0.18144,121.50952,37.28516,3.26883,0.49012,0.13883,0.23653,28.41618,28.41618,0.00022
105,GRC,2018.0,30.0,,GRC.8.2_1,,1.0,2,"[4580, 4583]",9.5,5.5,2,36498.0,45.0,316.43,39057.0,48.0,338.61,6063628288.0,0.08136,0.0,10.0,724.0,265.97873,7.0,13.0,4.0,7.0,61.0,511.44762,5386.38819,25.89897,0.3878,0.06461,77738824.20513001,0.0005,0.01426,0.00096,0.00132,0.02728,0.00399,0.01523,0.0013800000000000002,0.0,0.16949,12.27119,4.50811,0.11864,0.22034,0.0678,0.11864,1.0339,8.6686,91.29472,0.43897,0.00657,0.0011,17954.41667,0.8759600000000001,0.00193,0.20013,131.04908999999998,36.84109,3.2602900000000004,0.49921,0.1287,0.27263000000000004,33.097559999999994,33.097559999999994,0.00021
106,GUY,2018.0,58.0,,,,,1,4662,0.0,40.0,1,710.0,1.0,3.26,1004.0,1.0,4.61,21832608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.99932,343.04116,0.20214,0.01135,0.0,545815.2,2e-05,0.0,0.0,0.0,0.00288,6e-05,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14704,10.08945,0.00595,0.00033,0.0,8045.153909999999,0.65181,0.00038,0.03218,88.64498,3.84757,0.27162,0.485,0.45301,0.04454,6.75,6.75,8e-05
107,HRV,2018.0,56.0,,,,,3,"[4580, 4581, 4597]",8.666666666666666,8.333333333333334,2,394924.0,52.0,523.61,237710.0,31.0,315.17,51232071680.0,45.7857,0.08442999999999999,1261.0,11305.0,5029.668479999998,34.0,177.0,201.0,102.0,561.0,6117.63305,28300.80554,5.68553,4.49413,0.45889,94176602.35294,0.0016300000000000002,0.03674,0.00126,0.00149,0.0269,0.00025,0.02204,0.10335,0.00019,2.8465,25.51919,11.35365,0.07675,0.39955,0.45372,0.23025,1.26637,13.80956,63.88444000000001,0.01283,0.01014,0.00104,19373.88235,0.83836,0.0072099999999999985,0.14014,85.2311,32.59427,2.88325,0.50631,0.13614,0.22097,126.78253,22.2246,0.00079
108,IDN,2008.0,49653.0,,,,,2,"[3249, 3251]",4.0,6.5,2,3831433.0,457.0,1495.7,5563716.0,665.0,2171.95,297212084224.0,0.22346,10.39576,447.0,9691.0,3283.64863,15.0,1032.0,221.0,485.0,427.0,6715.13618,128733.91924,9.03026,14.08789,8.17745,529789811.45098,0.00338,0.0235,0.00298,0.005229999999999999,0.04431,0.00018,0.02567,0.00049,0.0228,0.98026,21.25219,7.20098,0.03289,2.26316,0.48465,1.0636,0.9364,14.72618,282.31123,0.0198,0.03089,0.01793,6357.97683,0.64448,0.02236,0.22507,13.28668,7.078810000000002,0.57989,0.5039600000000001,0.27538,0.06627999999999999,57.04584000000001,8.587439999999999,0.00029
109,IDN,2008.0,40000.0,,,,,1,3271,15.0,29.0,2,3765411.0,436.0,1569.86,4593333.0,532.0,1915.04,286288642048.0,16.61085,10.38078,473.0,10069.0,3410.67234,14.0,921.0,165.0,412.0,350.0,6752.93841,132898.11715,12.84835,12.66018,8.28987,470096292.36125,0.0028,0.0223,0.00215,0.00427,0.04162,0.00037,0.02427,0.03418,0.02136,0.97325,20.71811,7.01784,0.02881,1.89506,0.33951,0.8477399999999999,0.72016,13.89494,273.45292,0.02644,0.02605,0.01706,6347.45443,0.64589,0.02334,0.23121,21.69749,10.12551,0.8588399999999999,,,,54.81366,8.322980000000001,0.00026000000000000003
110,IDN,2013.0,55.0,,"IDN.2.1_1,IDN.9.2_1",,2.0,1,4020,12.0,9.0,1,23617.0,694.0,55309.13,19197.0,564.0,44957.85,2306813440.0,0.0,0.0,0.0,449.0,80.74756,3.0,3.0,6.0,23.0,72.0,122.66849,3475.9407,0.0,0.48883,0.93404,384468906.66667,0.01225,0.06237,0.006490000000000001,0.00483,0.10113,0.00013000000000000002,0.05555,0.0,0.0,0.0,74.83333,13.45793,0.5,0.5,1.0,3.83333,12.0,20.44475,579.32345,0.0,0.08147,0.15567,7464.38542,0.73154,0.03976,0.1499,7.20588,12.16728,1.12015,0.48935,0.2579,0.04969,50.0,0.0,0.0005200000000000001
111,IDN,2013.0,1135.0,IDN.8_1,"IDN.8.3_1,IDN.8.6_1",1.0,2.0,1,4032,0.0,12.0,1,7680.0,232.0,2726.3,553.0,16.0,196.31,241107760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.30981,0.0,0.0,0.0,26789751.11111,0.0,0.0,0.0,0.0,0.00338,0.0,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58998,0.0,0.0,0.0,7760.29427,0.6914,0.0,0.12016,2.23674,4.55682,0.36288,0.50236,0.31569,0.07504,55.55556,3.88889,0.00041
112,IDN,2013.0,1285.0,,IDN.10.30_1,,1.0,1,4020,8.0,9.0,1,96.0,96.0,1548.39,1391.0,1391.0,22435.48,773334848.0,0.0,0.0,0.0,109.0,40.46638,0.0,0.0,0.0,1.0,0.0,0.0,1203.85451,0.0,0.0,0.0,773334848.0,0.0,0.13387000000000002,0.0004,0.0,0.17051,0.0,0.08877,0.0,0.0,0.0,109.0,40.46638,0.0,0.0,0.0,1.0,0.0,0.0,1203.85451,0.0,0.0,0.0,5976.15234,0.68763,0.07761,0.49305,95.375,3.625,0.22046,0.50357,0.24282,0.07352,100.0,18.0,0.00192
113,IDN,2013.0,88.0,,IDN.33.2_1,,1.0,1,4020,12.0,9.0,1,881.0,33.0,5540.88,4408.0,169.0,27723.27,463337600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.03296,708.03894,0.01563,0.0206,0.0,77222933.33333,0.00024,0.0,0.0,0.0,0.01964,2e-05,0.00585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4065900000000005,141.60779,0.00313,0.00412,0.0,5781.31771,0.7599899999999999,0.0,0.0618,32.30769,45.25721,4.05052,0.51627,0.21867,0.13326,42.85714,2.57143,0.00022
114,IDN,2013.0,2828.0,IDN.6_1,IDN.6.5_1,1.0,1.0,1,4013,2.0,7.0,1,11610.0,159.0,2925.17,1398.0,19.0,352.23,212830352.0,0.0,0.0,0.0,45.0,14.57783,0.0,1.0,0.0,0.0,0.0,141.92653,288.49826,0.0,0.0,0.0,14188690.13333,0.0,0.00363,0.0,0.00017,0.00826,0.0,0.00335,0.0,0.0,0.0,3.21429,1.04127,0.0,0.07143,0.0,0.0,0.0,10.13761,20.60702,0.0,0.0,0.0,5904.70365,0.65769,0.0012,0.07702,4.434080000000002,9.32106,0.7086600000000001,0.49835,0.34221,0.04417,35.29412,2.47059,0.00081
115,IDN,2015.0,322.0,IDN.10_1,,1.0,,1,4231,2.0,8.0,1,632501.0,365.0,1251.52,865262.0,500.0,1712.08,68181643264.0,0.0,1.45139,7.0,2290.0,903.42637,3.0,448.0,12.0,111.0,34.0,1858.73152,36799.49131000001,2.00529,3.4413400000000003,1.17528,516527600.48485,0.00385,0.026330000000000003,0.00295,0.00972,0.055560000000000005,0.00018,0.03102,0.0,0.01356,0.06542,21.40187,8.44324,0.02804,4.18692,0.11215,1.03738,0.31776,17.37132,343.92048,0.01874,0.03216,0.01098,6464.48864,0.69453,0.03693,0.34865,23.60472,6.4071,0.52341,0.5086,0.27698,0.07848,61.48148000000001,10.91852,0.00012
116,IDN,2015.0,119.0,,"IDN.9.3_1,IDN.10.1_1,IDN.13.3_1",,2.0,1,4231,16.0,8.0,1,1702.0,212.0,921.49,2202.0,275.0,1192.2,325200992.0,0.0,0.0,0.0,36.0,12.45806,0.0,1.0,0.0,1.0,0.0,28.66706,505.89556,0.0,0.01196,0.0,325200992.0,0.00082,0.04234,0.0009,0.00238,0.08162,0.0,0.03622,0.0,0.0,0.0,36.0,12.45806,0.0,1.0,0.0,1.0,0.0,28.66706,505.89556,0.0,0.01196,0.0,6416.45801,0.6946899999999999,0.01592,0.43985,226.39062,6.820310000000001,0.51867,0.49805,0.27181,0.07137,100.0,18.0,6e-05
117,IDN,2015.0,8720.0,IDN.9_1,,1.0,,1,4231,1.0,8.0,1,702253.0,326.0,945.41,1699859.0,789.0,2288.44,87598137344.0,0.0,3.20414,7.0,1692.0,642.31307,0.0,28.0,54.0,54.0,37.0,1474.6655,26195.88206,3.78744,1.77534,0.50671,700785098.752,0.00152,0.01938,0.00128,0.0006,0.03758,0.00033,0.02186,0.0,0.0356,0.07778,18.8,7.1368100000000005,0.0,0.31111,0.6,0.6,0.41111,16.385170000000002,291.06536,0.04208,0.01973,0.00563,8125.733,0.7005899999999999,0.03912,0.33244,34.532140000000005,7.33845,0.59959,0.4965,0.29927,0.06095,64.39394,7.0,0.00023
118,IND,2008.0,2400000.0,,,,,2,"[3382, 3383]",8.0,7.0,2,21334428.0,287.0,803.32,27859954.0,374.0,1049.04,909711704064.0,12.48177,97.06799,540.0,214239.0,65950.75708,76.0,128.0,467.0,12073.0,831.0,51730.6902,279875.25421,1692.70995,34.038129999999995,50.95615,159291140.61705,0.00135,0.04909,0.0018,0.00018,0.01976,0.00336,0.02542,0.0026,0.0202,0.11236,44.5774,13.72259,0.01581,0.02663,0.09717,2.51207,0.17290999999999998,10.76377,58.23455,0.35221,0.00708,0.0106,3707.43232,0.57367,0.007940000000000001,0.53379,246.35419,12.79995,1.03022,0.48485,0.32171,0.05437,94.64667,7.459510000000001,1e-05
119,IND,2008.0,2800.0,,,,,1,3302,4.0,19.0,2,3729.0,32.0,88.31,16623.0,145.0,393.67,558645056.0,0.0,0.0,0.0,105.0,30.45846,0.0,0.0,1.0,7.0,0.0,95.00962,220.07641,9.04166,0.09167,0.0,93107509.33333,0.0009,0.01591,0.00101,0.0,0.01488,0.01233,0.01424,0.0,0.0,0.0,15.0,4.35121,0.0,0.0,0.14286,1.0,0.0,13.5728,31.439490000000006,1.29167,0.0131,0.0,2481.72347,0.563,0.00636,0.17951,772.4391400000002,5.09046,0.37534,0.4995,0.29738000000000003,0.05349,100.0,6.0,8e-05
120,IND,2008.0,,,,,,1,3338,0.0,19.0,2,13693699.0,348.0,1000.85,23878962.0,607.0,1745.28,255335120896.0,0.04327,18.78278,7.0,76612.0,24794.42426,66.0,31.0,183.0,1646.0,45.0,16291.38834,95863.69391,218.06235,3.28724,15.613979999999998,129677562.66938,0.00081,0.055,0.00079,0.00035,0.02103,0.00133,0.02661,3e-05,0.01189,0.00443,48.48861,15.69267,0.04177,0.01962,0.11582,1.04177,0.02848,10.31101,60.67321999999999,0.13801,0.0020800000000000003,0.00988,2160.56425,0.48423,0.01078,0.62558,81.78092,4.22087,0.30886,0.48234,0.36858,0.046,98.89893,7.73286,2e-05
121,IND,2008.0,2100000.0,,,,,3,"[3365, 3371, 3372]",4.0,18.33333333333333,2,29320576.0,422.0,1008.94,38325116.0,552.0,1318.79,463380348928.0,0.32677,30.26695,433.0,138857.0,44575.11133,94.0,52.0,255.0,3992.0,153.0,28957.498880000006,148119.30109000002,526.3227400000002,10.25731,39.84069,131009428.59146,0.00107,0.05491,0.00095,0.00028,0.01913,0.00177,0.02636,0.00011,0.01061,0.15177000000000002,48.67052,15.62394,0.03295,0.01823,0.08938,1.39923,0.05363,10.14984,51.91704,0.18448,0.0036,0.01396,2401.15493,0.49033,0.00939,0.59926,116.99788999999998,5.72654,0.43512,0.48018,0.36675,0.04589,99.08793,7.5685600000000015,2e-05
122,IND,2014.0,2000.0,IND.19_1,IND.16.22_1,1.0,1.0,1,4171,21.0,28.0,2,255756.0,87.0,219.49,426932.0,146.0,366.4,22212644864.0,0.0,1.21328,0.0,10957.0,3422.78383,0.0,5.0,1.0,231.0,1.0,2044.5345,6390.23959,250.10893,0.40436,2.89491,82574887.97026,0.00094,0.048760000000000005,0.00041,5e-05,0.01111,0.00959,0.0243,0.0,0.00487,0.0,44.00402,13.74612,0.0,0.02008,0.00402,0.92771,0.00402,8.210980000000001,25.66361,1.00445,0.00162,0.01163,3653.56413,0.50265,0.00539,0.6955,365.4156200000001,11.16015,0.92058,0.48165,0.33754,0.05251,100.0,7.02602,0.0
