,ISO3,year,disasterno,total_deaths,no_injured,no_affected_EMDAT,no_homeles,total_affected_EMDAT,total_damages_(000_USD),idx,GFD_matches,GFD_matches_nr,GFD_matches_time_dif,GFD_duration,matching_type,pop_affected_sum_GHSL,pop_affected_mean_GHSL,pop_density_GHSL,pop_affected_sum_GPW,pop_affected_mean_GPW,pop_density_GPW,GDP_affected_sum,cable_affected_sum,plant_affected_sum,power_pole_affected_sum,power_tower_affected_sum,line_affected_sum,mast_affected_sum,communication_tower_affected_sum,doctors_affected_sum,hospital_affected_sum,pharmacy_affected_sum,primary_road_affected_sum,tertiary_road_affected_sum,reservoir_affected_sum,school_affected_sum,university_affected_sum,GDP_affected_mean,education_affected_mean,energy_affected_mean,health_affected_mean,telecommunication_affected_mean,transportation_affected_mean,water_affected_mean,CISI_global_affected_mean,cable_affected_mean,plant_affected_mean,power_pole_affected_mean,power_tower_affected_mean,line_affected_mean,mast_affected_mean,communication_tower_affected_mean,doctors_affected_mean,hospital_affected_mean,pharmacy_affected_mean,primary_road_affected_mean,tertiary_road_affected_mean,reservoir_affected_mean,school_affected_mean,university_affected_mean,GDPpc_mean,HDI_mean,urbanization_mean,landuse_total_mean,elevation_mean,roughness_mean,slope_mean,female_mean,pop_0_14_mean,pop_65_plus_mean,FLOPROS_merged_mean,FLOPROS_modeled_mean,forest_cover_mean
123,GTM,2010.0,2010-0442,,,3270.0,,3270.0,,0.0,1,3707,7.0,52.0,1,103996.0,42.0,98.98,30029.0,12.0,28.58,2792800512.0,0.0,0.09821,59.0,268.0,108.75453,0.0,0.0,6.0,13.0,25.0,587.62512,4513.46649,0.03793,0.10243,0.06921000000000001,16926063.70909,7e-05,0.0024,0.0001,0.0,0.00695,0.0,0.00272,0.0,0.0006900000000000001,0.41259,1.87413,0.76052,0.0,0.0,0.04196,0.09091,0.17483,4.10927,31.5627,0.00027,0.00072,0.00048,4534.80265,0.61131,0.00575,0.17143,57.23571999999999,8.516110000000001,0.70758,0.49728,0.42867,0.06269,6.22156,6.22156,0.0004
124,BRA,2007.0,2007-0465,4.0,,4000.0,,4000.0,,0.0,1,3198,15.0,8.0,1,297371.0,16.0,66.88,311083.0,17.0,69.97,66165833728.0,24.22113,1.27045,1350.0,19080.0,6169.13289,24.0,965.0,76.0,173.0,479.0,4971.00479,54779.48762000001,97.60015,6.5035,5.02048,58553835.15752,0.00088,0.025710000000000004,0.00054,0.00286,0.01414,0.00112,0.01478,0.0283,0.00148,1.5771,22.289720000000006,7.206930000000002,0.02804,1.12734,0.08879,0.2021,0.55958,5.80725,63.99473,0.11402,0.0076,0.00587,14842.25664,0.72601,0.006409999999999999,0.14342,74.66998000000002,10.45993,0.8645299999999999,0.46205,0.22257,0.0928,18.44004,18.44004,0.00039
125,BGD,2015.0,2015-0293,11.0,,10000.0,,10000.0,,0.0,2,"[4282, 4283]",8.0,35.0,2,3899795.0,388.0,1268.56,5391509.0,536.0,1753.79,113167556608.0,0.0,0.31934,208.0,4293.0,1314.72915,2.0,82.0,18.0,257.0,178.0,1860.0413,36137.06698,1.21107,0.8494299999999999,6.8239600000000005,236752210.47699,0.00097,0.01289,0.0008900000000000002,0.00056,0.01911,6e-05,0.01056,0.0,0.00086,0.56065,11.57143,3.54374,0.00539,0.22102,0.04852,0.69272,0.47978,5.01359,97.40449,0.0032600000000000003,0.00229,0.01839,3358.9722799999995,0.58139,0.00995,0.36537,5.99545,3.60047,0.26736,0.50258,0.34995,0.05381,39.81031,1.75052,8e-05
126,LAO,2013.0,2013-0417,3.0,,224176.0,,224176.0,61000.0,0.0,1,4090,18.0,17.0,2,157211.0,198.0,566.9,96163.0,121.0,346.76,1552826112.0,0.0,0.0,24.0,585.0,241.73566,1.0,5.0,8.0,3.0,24.0,230.67169,1684.72432,5.53484,0.0541,0.0,33038853.44681,0.0001,0.02095,0.00055,0.0005200000000000001,0.01135,0.00143,0.01109,0.0,0.0,0.64865,15.81081,6.5334,0.02703,0.13514,0.21622,0.08108,0.64865,6.234369999999998,45.53309,0.14959,0.00146,0.0,4677.94681,0.57257,0.00119,0.09326,148.64013,11.14801,0.94357,0.51378,0.40864,0.05539,6.21277,6.21277,0.00011
127,TCD,2007.0,2007-0403,12.0,,170000.0,,170000.0,,0.0,1,3179,17.0,37.0,1,0.0,0.0,0.0,5649.0,4.0,16.41,95683120.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,171.18081999999995,888.9662099999998,0.01431,0.02937,0.0,902670.9434,2e-05,0.0,2e-05,0.00014,0.0022600000000000003,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.05682,0.0,0.04545,0.01136,1.94524,10.10189,0.00016,0.00033,0.0,1740.87382,0.338,0.00014,0.04649,416.1688,3.03981,0.19287,0.51349,0.5185,0.03153,2.0,2.0,0.00022
128,ITA,2002.0,2002-0472,,20.0,,,20.0,296000.0,0.0,1,2024,1.0,21.0,1,1.0,0.0,11.61,1.0,0.0,11.61,69023912.0,0.0,0.0,333.0,92.0,11.50368,6.0,11.0,0.0,1.0,1.0,44.41457,77.21519,0.016909999999999998,0.02423,0.0,34511956.0,0.00055,0.06564,0.00021,0.02331,0.02034,5e-05,0.03727,0.0,0.0,111.0,30.66667,3.83456,2.0,3.66667,0.0,0.33333,0.33333,14.80486,25.7384,0.00564,0.00808,0.0,40945.60156,0.8514799999999999,0.00085,0.006659999999999999,1643.0,242.51042,20.04531,0.64088,0.0,0.14088,54.0,54.0,0.00194
129,VNM,2002.0,2002-0610,55.0,116.0,291500.0,,291616.0,58000.0,0.0,1,2059,11.0,10.0,2,113028.0,366.0,3354.23,68787.0,223.0,2041.33,1916602368.0,0.0,1.53657,0.0,871.0,318.2704,0.0,0.0,0.0,3.0,6.0,392.65315,11316.59425,6.6165,0.030760000000000006,0.0,44572148.09302,6e-05,0.02839,8e-05,0.0,0.04899,0.0016600000000000002,0.02415,0.0,0.04268,0.0,24.19444,8.84084,0.0,0.0,0.0,0.08333,0.16667,10.90703,314.34984,0.18379,0.00085,0.0,1256.59793,0.5920000000000001,0.00512,0.24407,7.56169,11.49716,0.92953,0.56257,0.34852,0.19265,5.1395300000000015,5.1395300000000015,3e-05
130,USA,2003.0,2003-0756,3.0,,2000.0,,2000.0,17000.0,0.0,1,2225,1.0,8.0,1,495431.0,19.0,74.35,493852.0,19.0,74.12,307164446720.0,7.2692,9.00741,16062.0,47437.0,22269.21235,255.0,251.0,132.0,199.0,297.0,25263.39261,281761.55229,862.6623,78.87113000000002,32.25326,155133558.94948998,0.0049,0.04259,0.00061,0.00151,0.03991,0.00508,0.03026,0.00448,0.00555,9.89039,29.20998,13.71257,0.15702,0.15456,0.08127999999999999,0.12254,0.18288,15.55628,173.49849,0.5312,0.04857,0.01986,41853.6404,0.8273299999999999,0.01736,0.19274,119.72229,14.826629999999998,1.19656,,,,493.28961,69.24975,0.00088
131,AFG,2010.0,2010-0176,70.0,,40000.0,,40000.0,,0.0,1,3643,1.0,10.0,1,0.0,0.0,0.0,37.0,5.0,239.25,4038461.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.38954,0.0,0.0,0.0,807692.35,0.0,0.0,0.0,0.0,0.00182,0.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79651,0.0,0.0,0.0,1662.80352,0.454,9e-05,0.13319,2500.36607,91.42857,7.846539999999999,0.49284,0.48603,0.02166,2.0,2.0,0.0
132,TZA,2014.0,2014-0119,28.0,,20000.0,,20000.0,,0.0,1,4137,14.0,13.0,1,76866.0,39.0,87.56,194663.0,101.0,221.73,12190070784.0,0.06611,0.05089,48.0,319.0,118.31678,1.0,54.0,17.0,161.0,954.0,189.40257,6649.2522100000015,0.12016,2.8008900000000003,2.07761,106000615.51304,0.0032600000000000003,0.004529999999999999,0.0045,0.00143,0.01235,2e-05,0.0083,0.0007,0.00054,0.51064,3.39362,1.25869,0.01064,0.57447,0.18085,1.71277,10.14894,2.01492,70.73673000000002,0.00128,0.0298,0.0221,2636.08016,0.519,0.00156,0.11633,244.88465,3.89849,0.2949,0.49897,0.40769,0.04038,1.84348,1.84348,0.00073
133,GHA,2009.0,2009-0376,24.0,,139790.0,,139790.0,,0.0,1,3534,30.0,23.0,1,3235.0,6.0,23.53,3048.0,6.0,22.17,141641312.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.69799,507.14479000000006,0.0,0.0,0.0,4046894.62857,0.0,0.0,0.0,0.00026000000000000003,0.00414,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.035710000000000006,0.0,0.0,0.0,0.0,1.73921,18.11231,0.0,0.0,0.0,2930.95357,0.547,0.0026,0.20068,80.13195999999998,2.36443,0.189,0.49605,0.4451600000000001,0.04483,6.11429,6.11429,5e-05
134,IND,2007.0,2007-0225,15.0,,200000.0,,200000.0,,0.0,2,"[3097, 3104]",8.5,10.5,2,1238686.0,263.0,640.24,1474961.0,313.0,762.36,14850639872.0,0.0,0.44859,0.0,3368.0,1031.89535,0.0,0.0,32.0,100.0,2.0,1238.40026,8336.527329999999,0.01569,0.11734,3.23271,91108220.07362,0.00085,0.0284,0.00104,0.0,0.0194,0.0,0.01617,0.0,0.00345,0.0,25.90769,7.93766,0.0,0.0,0.24615,0.76923,0.01538,9.52616,64.12713000000001,0.00012,0.0009,0.02487,2364.92255,0.53635,0.00693,0.43704,66.0159,4.65798,0.33128,0.48867,0.33193,0.04161,99.07975,6.901839999999999,5e-05
135,PHL,2006.0,2006-0040,4.0,,256641.0,,256641.0,9600.0,0.0,1,2785,25.0,10.0,1,481880.0,218.0,1279.88,422638.0,191.0,1122.53,12769161216.0,0.0,0.05852,400.0,1388.0,531.10935,1.0,42.0,19.0,81.0,87.0,1372.9528300000004,12350.92529,0.00383,9.99213,3.46176,59949113.69014,0.0044,0.00978,0.00082,0.00058,0.016069999999999997,0.0,0.00967,0.0,0.00032,2.1857900000000003,7.5847,2.90224,0.00546,0.22951,0.10383,0.44262,0.4754100000000001,7.50247,67.4914,2e-05,0.0546,0.01892,4341.11913,0.6368,0.00783,0.20265,29.10765,18.86144,1.60336,0.4897,0.35605,0.05448,6.643839999999999,6.643839999999999,0.0004
136,BRA,2014.0,2014-0103,,,,67500.0,67500.0,200000.0,0.0,1,4117,23.0,111.0,1,16473.0,13.0,44.53,9692.0,7.0,26.2,537407936.0,0.0,0.0,0.0,116.0,36.78884,1.0,7.0,0.0,1.0,3.0,88.37451999999998,939.61342,0.0,0.06972,0.0,8956798.93333,0.0001,0.0027600000000000003,9e-05,0.0005099999999999999,0.00356,0.0,0.00215,0.0,0.0,0.0,2.46809,0.78274,0.02128,0.14894000000000002,0.0,0.02128,0.06383,1.88031,19.99177,0.0,0.00148,0.0,9243.7875,0.703,0.0007700000000000001,0.02184,131.25378,9.92551,0.81629,0.46221,0.27471,0.04209,12.5,12.5,0.00181
137,NGA,2006.0,2006-0445,,,,10000.0,10000.0,,0.0,1,2947,5.0,69.0,1,428.0,38.0,271.67,531.0,48.0,337.05,166809632.0,0.0,0.0,0.0,50.0,13.82688,0.0,0.0,2.0,3.0,0.0,22.76898,140.75904,3.89139,0.0,0.0,55603210.66667,0.0,0.01721,0.00059,0.0,0.0096,0.01239,0.01296,0.0,0.0,0.0,16.66667,4.60896,0.0,0.0,0.66667,1.0,0.0,7.58966,46.91968,1.29713,0.0,0.0,3957.8457,0.477,0.00204,0.65357,304.04545,4.39773,0.38928,0.49949,0.4844600000000001,0.02614,6.0,6.0,0.0
138,PAK,2006.0,2006-0389,40.0,,2000.0,,2000.0,,0.0,2,"[2911, 2916]",2.5,3.5,2,5102.0,32.0,204.63,16610.0,104.0,666.19,701624832.0,0.0,1.48649,0.0,211.0,60.52865,0.0,0.0,1.0,2.0,0.0,40.96196,411.68294,0.0,0.0,0.0,41272048.94118,3e-05,0.017230000000000002,8e-05,0.0,0.00658,0.0,0.00799,0.0,0.10618,0.0,15.07143,4.32348,0.0,0.0,0.07143,0.14286,0.0,2.92585,29.40592,0.0,0.0,0.0,4065.69577,0.55399,0.00575,0.43852,184.43121,2.14465,0.15929,0.4945,0.36866,0.04225,11.70588,6.17647,0.0
139,RUS,2004.0,2004-0164,,,1220.0,,1220.0,1797.0,0.0,1,2463,27.0,36.0,1,2388417.0,31.0,226.01,2519550.0,33.0,238.42,403498729472.0,510.26506,12.02823,47603.0,48103.0,17165.42394,905.0,749.0,627.0,724.0,4685.0,7731.454140000002,87160.41625,40.13048,34.07706,18.0379,111772501.23878,0.00576,0.02742,0.00159,0.00322,0.00948,0.0006,0.01662,0.1958,0.00462,18.26669,18.45856,6.58689,0.34728000000000003,0.28741,0.2406,0.27782,1.79777,2.96679,33.44605,0.0154,0.01308,0.00692,12412.61163,0.71925,0.00913,0.16634000000000002,146.36416,8.23928,0.66066,0.54875,0.1364,0.15462,46.58033,46.58033,0.00179
140,RWA,2018.0,2018-0135,24.0,,360.0,,360.0,11000.0,0.0,1,4603,19.0,2.0,2,804.0,53.0,914.85,3339.0,222.0,3799.37,165747152.0,0.0,0.0,0.0,33.0,15.115379999999998,0.0,0.0,0.0,2.0,0.0,36.42324,931.22672,0.02678,0.0,0.0,41436788.0,0.0,0.01161,0.0002,0.0,0.03285,6e-05,0.01218,0.0,0.0,0.0,8.25,3.77884,0.0,0.0,0.0,0.5,0.0,9.10581,232.80668,0.0067,0.0,0.0,1826.29932,0.5312,0.01326,0.45558,1443.6458300000004,40.0125,3.5870900000000003,0.58741,0.50463,0.16172,2.25,2.25,6e-05
141,THA,2008.0,2008-0430,18.0,,839573.0,,839573.0,16000.0,0.0,1,3384,2.0,23.0,2,155829.0,89.0,228.38,298946.0,171.0,438.13,30980759552.0,0.0,0.00121,0.0,3116.0,1070.446,0.0,1.0,13.0,36.0,22.0,1280.10291,15128.6204,46.02699000000001,4.91324,5.05552,333126446.7957,0.00685,0.0476,0.00036,3e-05,0.044410000000000005,0.00572,0.0327,0.0,2e-05,0.0,40.46753,13.9019,0.0,0.01299,0.16883,0.46753,0.28571,16.62471,196.47559,0.59775,0.06381,0.06566,17244.743280000002,0.706,0.0095,0.51321,27.60366,2.91692,0.20772,0.50935,0.21617,0.09831,17.1828,17.1828,0.00019
142,PRY,2013.0,2013-0214,,,61400.0,,61400.0,,0.0,1,4075,28.0,11.0,1,95826.0,12.0,27.19,112485.0,14.0,31.92,9556686848.0,0.0,0.40994,98.0,2830.0,1145.08679,243.0,121.0,178.0,94.0,518.0,1197.59749,15339.36134,15.84566,2.64695,1.47214,26920244.64225,0.0008900000000000002,0.01353,0.00159,0.00743,0.01189,0.00061,0.01143,0.0,0.00148,0.35379,10.21661,4.13389,0.87726,0.43682,0.6426,0.33935,1.87004,4.32346,55.37676,0.0572,0.00956,0.0053100000000000005,8373.66972,0.71092,0.00505,0.17221,103.83863,7.6657600000000015,0.65287,0.48515,0.31524,0.06454,9.87606,9.87606,0.00058
143,CZE,2006.0,2006-0156,6.0,,4200.0,,4200.0,,0.0,1,2827,25.0,42.0,1,80192.0,93.0,726.23,89760.0,104.0,812.88,18686455808.0,10.38145,0.67491,10676.0,4853.0,1155.35371,32.0,103.0,91.0,44.0,280.0,1077.1818,10567.24881,9.89226,1.5685,0.54167,173022738.96296,0.00356,0.08603,0.0029100000000000003,0.005379999999999999,0.046360000000000005,0.00126,0.0503,0.11665,0.00758,119.95506,54.52809,12.9815,0.35955,1.1573,1.02247,0.49438,3.14607,12.10317,118.73313,0.11115,0.01762,0.00609,21972.62963,0.84447,0.01201,0.43872,321.09225,21.84759,1.84968,0.50595,0.14609,0.15614,123.19444,53.19444,0.0008699999999999999
144,LKA,2014.0,2014-0495,41.0,20.0,1100000.0,,1100020.0,,0.0,1,4215,8.0,12.0,1,4634.0,13.0,58.62,6677.0,19.0,84.47,813278080.0,0.0,0.0,2904.0,38.0,11.9751,4.0,5.0,6.0,14.0,0.0,51.80122,1804.31803,28.2531,0.22321,0.0,28044071.724140003,0.00065,0.01903,0.00032,0.00171,0.01371,0.01159,0.01651,0.0,0.0,132.0,1.72727,0.54432,0.18182,0.22727,0.27273000000000003,0.63636,0.0,2.3546,82.01446,1.28423,0.01015,0.0,6318.43912,0.764,0.0005,0.22063,16.04472,5.56085,0.47454,0.6207600000000001,0.47907,0.29955,4.67742,4.67742,0.00018
145,MMR,2007.0,2007-0318,,55.0,97628.0,4237.0,101920.0,,0.0,2,"[3125, 3134]",6.0,26.0,2,122779.0,95.0,433.52,271619.0,211.0,959.06,9297305600.0,0.0,0.0666,0.0,787.0,275.80507,0.0,4.0,11.0,92.0,184.0,559.20781,8320.45751,24.72055,2.27014,3.23183,110682209.52381,0.00356,0.01262,0.00388,0.00013000000000000002,0.02256,0.00319,0.01501,0.0,0.00095,0.0,11.24286,3.94007,0.0,0.05714,0.15714,1.31429,2.62857,7.98868,118.86368,0.35315,0.03243,0.04617,2940.936010000001,0.493,0.00937,0.33734000000000003,7.10527,3.14673,0.21969,0.51768,0.27855,0.06172,1.81176,1.81176,7e-05
146,CAN,2008.0,2008-0170,,,400.0,,400.0,,0.0,1,3285,18.0,46.0,2,9369.0,31.0,183.7,9388.0,32.0,184.08,2871388160.0,0.0,0.0,11.0,700.0,384.55518,1.0,16.0,1.0,1.0,22.0,233.40955,1451.99955,0.02785,1.3981,0.0,102549577.14286,0.00419,0.04143,0.0004,0.00168,0.02327,1e-05,0.02323,0.0,0.0,0.40741,25.92593,14.242779999999998,0.03704,0.59259,0.03704,0.03704,0.81481,8.6448,53.77776,0.00103,0.051779999999999986,0.0,43339.125,0.90411,0.001,0.13096,173.48891,10.01728,0.7859,,,,47.0,47.0,0.00161
147,CAN,2002.0,2002-0404,,,,,,,0.0,1,1943,2.0,21.0,1,13391.0,0.0,1.69,10798.0,0.0,1.36,2666168064.0,0.45177,0.01678,110.0,4089.0,1892.55257,3.0,86.0,1.0,7.0,5.0,1009.97244,12442.20185,0.30104000000000003,1.03311,0.0,1445861.20607,5e-05,0.0043,1e-05,0.00017,0.0025,0.0,0.00237,0.00033,1e-05,0.08076,3.0022,1.38954,0.0022,0.06314,0.00073,0.00514,0.00367,0.74154,9.13524,0.00022,0.0007599999999999999,0.0,42003.96529,0.88335,2e-05,0.01195,369.56399,12.47212,1.04143,,,,47.43113,47.11388,0.00037
148,GEO,2005.0,2005-0225,,,2500.0,,2500.0,,0.0,1,2650,21.0,35.0,1,496.0,9.0,42.05,328.0,6.0,27.81,74661008.0,0.0,0.00103,0.0,92.0,34.53013,0.0,1.0,0.0,3.0,6.0,72.99046,419.23146,1.28303,0.00719,0.0,6221750.666669998,0.00023,0.01264,0.00035,0.00026000000000000003,0.0111,0.00136,0.00793,0.0,0.00011,0.0,10.22222,3.83668,0.0,0.11111,0.0,0.33333,0.66667,8.11005,46.58127,0.14256,0.0008,0.0,4908.32878,0.7140000000000001,0.00121,0.07635,1072.04657,60.99755,5.21027,0.51058,0.18659,0.14207999999999998,6.25,6.25,0.00036
149,ETH,2008.0,2008-0517,11.0,,23831.0,,23831.0,,0.0,1,3404,5.0,4.0,2,66.0,4.0,66.62,267.0,17.0,269.5,7285003.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.83753000000001,0.0,0.0,0.0,2428334.5,0.0,0.0,0.0,0.0,0.00671,0.0,0.0016300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61251,0.0,0.0,0.0,1243.09904,0.47367,0.00156,0.02069,345.55,16.191670000000002,1.20163,0.45956,0.50861,0.01999,2.0,2.0,6e-05
150,BOL,2016.0,2016-0246,,,120.0,,120.0,,0.0,1,4335,26.0,11.0,1,247.0,7.0,45.78,274.0,8.0,50.78,91397272.0,0.0,0.0,0.0,14.0,7.052060000000001,6.0,0.0,0.0,2.0,0.0,31.25287,342.63371,0.0,0.02526,0.0,10155252.44444,0.00043,0.003,0.00012,0.00625,0.011,0.0,0.00613,0.0,0.0,0.0,2.0,1.00744,0.85714,0.0,0.0,0.28571,0.0,4.4647,48.94767,0.0,0.00361,0.0,5978.24262,0.67847,0.00096,0.03623,3183.45404,39.5386,3.44706,0.51093,0.3141,0.10427,6.0,6.0,0.00019
151,RWA,2002.0,2002-0273,69.0,,20000.0,,20000.0,,0.0,1,1917,22.0,32.0,1,4904.0,15.0,25.13,14559.0,44.0,74.62,167267424.0,0.0,0.00161,0.0,132.0,35.84894,0.0,5.0,1.0,6.0,3.0,145.48901,1289.61259,0.0,0.27164,0.2612,15206129.45455,0.00242,0.01414,0.01023,0.00108,0.02201,0.0,0.01517,0.0,0.00015,0.0,12.0,3.2589900000000003,0.0,0.45455,0.09091,0.54545,0.27273000000000003,13.22627,117.23751,0.0,0.02469,0.02375,768.73748,0.35718,0.00477,0.25101,1464.22319,8.56617,0.7094699999999999,0.52163,0.43341,0.03483,2.0,2.0,2e-05
152,PAK,2011.0,2011-0347,509.0,755.0,5400000.0,,5400755.0,2500000.0,0.0,1,3857,4.0,81.0,1,2402671.0,122.0,279.63,3597535.0,183.0,418.7,35177553920.0,0.0,0.51418,117.0,7609.0,1572.83861,1.0,8.0,2.0,44.0,16.0,1132.8129,8389.290159999999,0.05441,0.23051,0.0,76639551.02397,5e-05,0.01931,0.00016,8e-05,0.00826,0.0,0.00914,0.0,0.00147,0.33524,21.80229,4.5067,0.00287,0.02292,0.00573,0.12607000000000002,0.04585,3.24588,24.03808,0.00016,0.00066,0.0,5002.98094,0.54623,0.00587,0.27458,13.67147,2.68252,0.17357999999999998,0.48754,0.38339,0.04925,10.94989,5.9302800000000016,0.0
153,USA,2010.0,2010-0225,20.0,,,,,,0.0,1,3659,5.0,0.0,1,11930.0,5.0,26.71,11608.0,5.0,25.99,15212646400.0,0.0,6.61527,524.0,3478.0,1766.18808,10.0,24.0,9.0,11.0,14.0,1812.56649,26722.38165,485.92666,3.09672,0.48522,66722133.33333001,0.00139,0.02905,0.00066,0.0007,0.03215,0.02481,0.028610000000000007,0.0,0.03538,2.80214,18.59893,9.44486,0.053479999999999986,0.12834,0.04813,0.05882,0.07487,9.69287,142.90044,2.5985400000000003,0.01656,0.00259,42147.44737,0.79574,0.00898,0.23991,174.84966,7.7485300000000015,0.6662600000000001,0.47344,0.13296,0.22934,500.0,54.31579,0.0001
154,NGA,2005.0,2005-0423,60.0,4.0,,3000.0,3004.0,147.0,0.0,1,2721,1.0,40.0,1,422938.0,87.0,327.55,305167.0,63.0,236.34,8723230720.0,0.0,0.0,99.0,408.0,146.11825,0.0,3.0,1.0,269.0,0.0,1245.46122,16689.53297,1.79775,0.01174,0.0,18840671.10151,0.0,0.00126,0.00033,2e-05,0.00788,4e-05,0.00255,0.0,0.0,0.25385,1.04615,0.37466,0.0,0.0076900000000000015,0.00256,0.6897399999999999,0.0,3.19349,42.79367,0.00461,3e-05,0.0,2530.65659,0.46548,0.0033200000000000005,0.45388,243.18925,5.85382,0.45569,0.48854,0.46679,0.02885,6.0,6.0,0.00021
155,GRC,2015.0,2015-0038,,,,,,,0.0,1,4211,28.0,10.0,1,52513.0,51.0,183.44,40389.0,39.0,141.09,6939423232.0,6.41553,2.38576,90.0,2504.0,877.07325,7.0,13.0,5.0,23.0,43.0,920.42842,8735.71737,75.35624,0.68419,1.04292,57350605.22314,0.00085,0.02891,0.00025,0.00078,0.02539,0.00687,0.0201,0.0611,0.02272,0.85714,23.847620000000006,8.35308,0.06667000000000001,0.12381,0.04762,0.21905,0.40952,8.76598,83.19731,0.71768,0.006520000000000001,0.00993,20758.66529,0.8507,0.00269,0.22769,516.26122,55.07951,4.72926,0.49986,0.13146,0.25595,43.17355,43.17355,0.00022
156,GBR,2013.0,2013-0572,2.0,,600.0,,600.0,1500000.0,0.0,1,4111,15.0,42.0,1,3444706.0,51.0,472.01,3383839.0,50.0,463.67,366438285312.0,494.36755,11.55486,151354.0,26344.0,9065.07414,442.0,567.0,814.0,370.0,1317.0,20250.38289,128702.06119,81.9834,101.21925,15.31856,145124073.39089,0.0044,0.03967,0.00088,0.00245,0.02108,0.0005,0.02331,0.27178,0.00635,83.20725999999998,14.482679999999998,4.98355,0.24299,0.31171,0.4475,0.20341,0.72402,11.1327,70.75429,0.04507,0.05565,0.00842,35400.3802,0.90736,0.01007,0.10141,168.31933,43.41154,3.97355,,,,118.03297,33.606359999999995,0.0005200000000000001
157,IND,2004.0,2004-0298,900.0,,33000000.0,,33000000.0,2500000.0,0.0,1,2507,14.0,109.0,2,6770801.0,457.0,1210.54,9079274.0,613.0,1623.27,43397287936.0,0.0,1.87661,0.0,13035.0,4074.40416,0.0,3.0,66.0,219.0,4.0,2984.77903,40242.46205,0.61264,0.35368,6.90672,107153797.37284,0.00096,0.04803,0.00097,2e-05,0.03067,2e-05,0.02591,0.0,0.006229999999999999,0.0,43.30565,13.536229999999998,0.0,0.00997,0.21927,0.7275699999999999,0.01329,9.91621,133.69589,0.00204,0.00118,0.02295,1833.84907,0.46123,0.016030000000000003,0.56243,62.16243000000001,3.94463,0.27526,0.48172,0.36415,0.04442,97.94074,7.395060000000001,5e-05
158,FRA,2005.0,2005-0516,1.0,,3000.0,,3000.0,,0.0,1,2724,2.0,2.0,1,152862.0,160.0,720.44,158219.0,165.0,745.68,46360829952.0,77.35096,1.25586,1613.0,2782.0,873.32389,176.0,24.0,172.0,82.0,654.0,1958.87578,15304.99565,3.6511,5.47935,0.58714,643900416.0,0.007790000000000002,0.061,0.0089,0.02161,0.07259,0.00102,0.05761,1.26805,0.02059,26.44262,45.60656,14.31679,2.88525,0.39344,2.81967,1.34426,10.72131,32.11272,250.90157,0.05985,0.08983,0.00963,29723.22222,0.88651,0.01351,0.13847,18.72192,6.67507,0.58026,0.53105,0.18493,0.22236,71.19444,70.52778,7e-05
159,ZAF,2008.0,2008-0245,11.0,,4000.0,,4000.0,1264.0,0.0,1,3323,13.0,3.0,1,139891.0,72.0,241.78,131968.0,68.0,228.08,26685890560.0,7.036739999999999,0.0,74.0,5762.0,1734.77217,19.0,21.0,9.0,41.0,43.0,1638.11142,20269.67546,68.16259000000001,7.39536,1.75391,128297550.76923,0.00318,0.03411,0.00019,0.00102,0.0264,0.00356,0.02309,0.03845,0.0,0.40437,31.48634,9.47963,0.10383,0.11475,0.04918,0.22404,0.23497,8.95143,110.76325,0.37247,0.04041,0.00958,9440.40865,0.59228,0.01296,0.13659000000000002,284.2007200000001,19.71361,1.71494,0.50147,0.29291,0.10993,84.72249000000002,21.16746,0.00016
160,COL,2006.0,2006-0140,150.0,227.0,221238.0,,221465.0,,0.0,1,2786,24.0,82.0,1,69.0,1.0,1.95,5388.0,84.0,152.02,10896516.0,0.0,0.0,0.0,8.0,5.35849,0.0,0.0,0.0,0.0,0.0,8.73897,71.61395,0.0,0.0,0.0,2724129.0,0.0,0.0073799999999999985,0.0,0.0,0.00648,0.0,0.00417,0.0,0.0,0.0,4.0,2.67924,0.0,0.0,0.0,0.0,0.0,4.36949,35.80698,0.0,0.0,0.0,4427.745120000001,0.675,0.0113,0.11429,2787.91699,18.43555,1.57573,0.49933,0.3271,0.06725,16.0,16.0,0.00017
