,ISO3,year,disasterno,total_deaths,no_injured,no_affected_EMDAT,no_homeles,total_affected_EMDAT,total_damages_(000_USD),idx,GFD_matches,GFD_matches_nr,GFD_matches_time_dif,GFD_duration,matching_type,pop_affected_sum_GHSL,pop_affected_mean_GHSL,pop_density_GHSL,pop_affected_sum_GPW,pop_affected_mean_GPW,pop_density_GPW,GDP_affected_sum,cable_affected_sum,plant_affected_sum,power_pole_affected_sum,power_tower_affected_sum,line_affected_sum,mast_affected_sum,communication_tower_affected_sum,doctors_affected_sum,hospital_affected_sum,pharmacy_affected_sum,primary_road_affected_sum,tertiary_road_affected_sum,reservoir_affected_sum,school_affected_sum,university_affected_sum,GDP_affected_mean,education_affected_mean,energy_affected_mean,health_affected_mean,telecommunication_affected_mean,transportation_affected_mean,water_affected_mean,CISI_global_affected_mean,cable_affected_mean,plant_affected_mean,power_pole_affected_mean,power_tower_affected_mean,line_affected_mean,mast_affected_mean,communication_tower_affected_mean,doctors_affected_mean,hospital_affected_mean,pharmacy_affected_mean,primary_road_affected_mean,tertiary_road_affected_mean,reservoir_affected_mean,school_affected_mean,university_affected_mean,GDPpc_mean,HDI_mean,urbanization_mean,landuse_total_mean,elevation_mean,roughness_mean,slope_mean,female_mean,pop_0_14_mean,pop_65_plus_mean,FLOPROS_merged_mean,FLOPROS_modeled_mean,forest_cover_mean
0,NPL,2005.0,2005-0556,51.0,,1600.0,,1600.0,,0.0,2,"[2718, 2731]",10.5,11.5,2,11956.0,166.0,1512.36,4647.0,64.0,587.82,235847664.0,0.0,0.0,0.0,49.0,16.61531,0.0,0.0,0.0,2.0,1.0,14.67852,918.34982,31.09356,0.01241,0.0,18142128.0,5e-05,0.00335,0.00018,0.0,0.00911,0.01747,0.00968,0.0,0.0,0.0,2.88235,0.97737,0.0,0.0,0.0,0.11765,0.05882,0.86344,54.02058,1.82903,0.00073,0.0,1241.52021,0.48073,0.00132,0.15517999999999998,1080.32552,48.55816,4.00323,0.68621,0.57008,0.38624,9.53846,2.38462,0.00015
1,BGR,2002.0,2002-0552,1.0,,,,,1000.0,0.0,1,1995,20.0,4.0,1,11265.0,25.0,143.07,5647.0,12.0,71.72,1106600704.0,0.0,0.03746,365.0,1110.0,301.08287,4.0,6.0,0.0,8.0,15.0,203.13842,2918.75375,3.21038,0.21815,0.015330000000000003,24591126.75556,0.00086,0.02802,0.00015,0.00099,0.01616,0.0007,0.01568,0.0,0.00085,8.29545,25.22727,6.842789999999999,0.09091,0.13635999999999998,0.0,0.18182,0.34091,4.61678,66.33530999999999,0.07296,0.00496,0.00035,8263.55,0.7118,0.00639,0.42712,103.05014,19.42931,1.7754,0.50561,0.11863,0.26071,18.68889,16.53333,0.00023
2,LAO,2002.0,2002-0614,2.0,,150000.0,,150000.0,,0.0,1,2039,10.0,100.0,2,207425.0,92.0,288.05,115748.0,51.0,160.74,3040415744.0,0.0,0.00864,0.0,1949.0,831.47703,0.0,15.0,12.0,28.0,34.0,1254.76622,8762.50762,503.34674,1.0115,3.52567,16705581.01099,0.00126,0.01645,0.00022,0.00022,0.01391,0.03023,0.02049,0.0,5e-05,0.0,12.25786,5.229419999999998,0.0,0.09434,0.07547000000000001,0.1761,0.21384,7.891610000000001,55.11011,3.1657,0.00636,0.02217,2593.71223,0.50879,0.0012,0.14823,193.06678,23.52039,1.99584,0.5013,0.33133,0.04946,7.76923,7.76923,0.00017
3,ECU,2013.0,2013-0372,,,25567.0,,25567.0,,0.0,1,4017,3.0,6.0,1,3.0,0.0,4.4,2.0,0.0,2.93,2591330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295665.0,0.0,0.0,0.00014,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7089.25293,0.736,2e-05,8e-05,196.09821,8.46429,0.75617,0.49475,0.47413,0.02817,16.0,16.0,0.00054
4,MEX,2007.0,2007-0435,,,55000.0,,55000.0,,0.0,1,3184,5.0,8.0,2,186908.0,21.0,74.97,173193.0,20.0,69.46,25409241088.0,0.0,3.9863,1.0,2199.0,866.26273,16.0,13.0,1.0,64.0,137.0,1997.47063,21349.37319,2.749,1.38374,2.02844,60642580.16229,0.0005200000000000001,0.008159999999999999,0.00042,0.00042,0.01351,8e-05,0.00705,0.0,0.01159,0.0029100000000000003,6.3924400000000015,2.51821,0.04651,0.03779,0.0029100000000000003,0.18605,0.39826,5.8066,62.06213,0.00799,0.00402,0.0059,14732.97852,0.73215,0.00595,0.21148000000000006,34.90998,4.82754,0.38357,,,,27.483940000000004,27.483940000000004,0.00023
5,PHL,2013.0,2013-0019,10.0,,507769.0,,507769.0,2800.0,0.0,1,4016,3.0,6.0,2,27223.0,1296.0,37080.47,24878.0,1184.0,33886.35,1764093184.0,0.0,0.0,0.0,53.0,16.0172,0.0,8.0,2.0,11.0,53.0,131.28935,1205.8474199999996,0.61246,0.66573,0.20958,196010353.77778,0.00824,0.00822,0.00489,0.00272,0.03305,0.00084,0.01961,0.0,0.0,0.0,8.83333,2.66953,0.0,1.33333,0.33333,1.83333,8.83333,21.88156,200.97457,0.10208,0.11096,0.03493,4239.1909700000015,0.69399,0.00994,0.18978,11.45536,17.65476,1.56089,0.55702,0.43919,0.18474,0.0,0.0,0.00015
6,SOM,2012.0,2012-0508,25.0,,,20000.0,20000.0,,0.0,1,3992,13.0,11.0,1,1050.0,43.0,197.31,283.0,11.0,53.18,40886520.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,27.47981,508.68771,0.0,0.01253,0.0,6814420.0,0.00017,0.0,8e-05,0.0019,0.01542,0.0,0.004520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,5.49596,101.73754,0.0,0.00251,0.0,495.646,0.36017,0.00299,0.0018,179.67448000000005,2.48698,0.131,0.50285,0.4768600000000001,0.02833,2.0,2.0,0.0
7,ZMB,2003.0,2003-0148,,,,10000.0,10000.0,,0.0,1,2181,8.0,4.0,1,55.0,0.0,0.1,902.0,1.0,1.66,27908222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.71128,0.0,0.0,0.0,1213400.95652,0.0,0.0,0.0,0.0,0.00088,0.0,0.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1594900000000004,0.0,0.0,0.0,2187.16644,0.44961,0.0,0.10061,490.18379,6.78786,0.58405,0.51221,0.49645,0.02492,4.9565199999999985,4.9565199999999985,1e-05
8,VEN,2005.0,2005-0073,76.0,42.0,25000.0,,25042.0,50000.0,0.0,1,2625,9.0,15.0,1,1195511.0,93.0,418.25,591111.0,46.0,206.8,179719274496.0,0.17927,1.06253,30.0,10534.0,3667.35118,38.0,52.0,59.0,219.0,464.0,4333.245,39086.33461000001,57.88449,3.88999,10.05123,212937529.0237,0.00097,0.01874,0.0005099999999999999,0.0006,0.01356,0.0008300000000000001,0.01135,0.00028,0.00164,0.04622,16.23112,5.65077,0.05855,0.08012000000000001,0.09091,0.33744,0.71495,6.6768,60.22548000000001,0.08918999999999999,0.00599,0.01549,27059.7109,0.71554,0.01162,0.06844,112.77466,16.16933,1.32226,0.4946,0.30797,0.07422999999999999,14.50699,14.50699,0.00057
9,GBR,2007.0,2007-0278,7.0,,340000.0,,340000.0,4000000.0,0.0,2,"[3110, 3137]",13.0,8.5,2,56380.0,115.0,1315.56,56398.0,115.0,1315.98,67327836160.0,94.72858,2.35931,16640.0,3249.0,1007.18562,46.0,87.0,155.0,59.0,270.0,2397.70709,17074.11539,6.8003100000000005,24.6586,3.4160699999999995,701331626.66667,0.02106,0.08852,0.0032,0.00583,0.051320000000000005,0.00095,0.05824,1.02966,0.02564,180.86957,35.31522000000001,10.94767,0.5,0.94565,1.68478,0.6413,2.93478,26.06203,185.58821,0.07392,0.26803,0.03713,36696.34896,0.8976799999999999,0.04488,0.43969,25.19442,6.7549899999999985,0.57873,0.5513399999999999,0.23382,0.28407,94.84536,54.03093000000001,0.0001
10,GRC,2010.0,2010-0619,1.0,,150.0,,150.0,,0.0,1,3756,22.0,14.0,1,31555.0,420.0,1303.28,30574.0,407.0,1262.76,2897887744.0,0.0,0.00765,6.0,278.0,94.91062,1.0,0.0,6.0,3.0,10.0,229.58092,1768.49308,0.04895,0.29884,0.03458,321987527.11111003,0.00305,0.04088,0.0007099999999999999,0.00091,0.0592,0.00022,0.030910000000000007,0.0,0.00096,0.75,34.75,11.86383,0.125,0.0,0.75,0.375,1.25,28.69762,221.06163,0.00612,0.03735,0.00432,23471.93403,0.85309,0.00373,0.26425,481.57333,29.9275,2.63621,0.51751,0.14252,0.1774,48.0,48.0,0.00013000000000000002
11,IND,2006.0,2006-0712,185.0,,2000000.0,,2000000.0,,0.0,2,"[2935, 2940]",9.0,43.0,2,5129819.0,241.0,667.87,6844393.0,322.0,891.1,110990524416.0,0.50368,18.2278,0.0,39450.0,12158.21439,5.0,22.0,151.0,2144.0,56.0,11037.29331,63786.14001,271.2462,3.18154,11.36325,105906988.94656,0.0011,0.05007,0.0017,0.0001,0.02092,0.00294,0.02588,0.00058,0.02093,0.0,45.29277,13.95891,0.00574,0.02526,0.17336,2.4615400000000003,0.06429,12.67198,73.23323,0.31142,0.00365,0.01305,3026.70802,0.49158,0.00476,0.44456,78.72601999999998,7.5381,0.60136,0.49536,0.26702,0.06546,90.96958,7.1406800000000015,1e-05
12,IND,2006.0,2006-0369,24.0,,8400.0,,8400.0,,0.0,1,2911,3.0,3.0,2,3767.0,753.0,5186.49,1841.0,368.0,2534.73,51926508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33184,7.8635199999999985,0.0,0.0,0.0,25963254.0,0.0,0.0,0.0,0.0,0.01115,0.0,0.00271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33184,7.8635199999999985,0.0,0.0,0.0,5239.24609,0.62537,0.07625,0.34054,3.3375,3.2875,0.27714,0.47619,0.23833,0.06267,0.0,0.0,0.0
13,ALB,2002.0,2002-0607,1.0,,66884.0,,66884.0,17500.0,0.0,1,2060,12.0,17.0,1,51083.0,38.0,139.09,66187.0,49.0,180.22,2460647936.0,3.63424,0.01184,801.0,1615.0,652.4436,4.0,70.0,37.0,16.0,139.0,479.81651,6293.1143299999985,32.41475,0.30206,0.00828,30378369.58025,0.0005,0.02998,0.0013800000000000002,0.0027600000000000003,0.02039,0.004379999999999999,0.01963,0.05267,0.00017,11.6087,23.4058,9.4557,0.057970000000000015,1.01449,0.53623,0.23188000000000006,2.0144900000000003,6.9538600000000015,91.20456,0.46978,0.004379999999999999,0.00012,6185.7534700000015,0.67974,0.00517,0.14511,104.52703,32.89791,2.86726,0.5174300000000001,0.23366,0.15905,12.7619,12.7619,7e-05
14,ALB,2010.0,2010-0619,,,14000.0,,14000.0,,0.0,1,3756,9.0,14.0,1,9279.0,15.0,48.06,24739.0,41.0,128.14,1469931904.0,0.0,0.0032700000000000003,563.0,1084.0,413.35842,0.0,43.0,5.0,5.0,5.0,278.70739,4010.96269,0.33534,0.11311,0.0,29998610.28571,0.00028,0.03198,0.00023,0.00238,0.02206,7e-05,0.01845,0.0,8e-05,13.40476,25.809520000000006,9.84187,0.0,1.02381,0.11905,0.11905,0.11905,6.63589,95.49911,0.00798,0.00269,0.0,8119.54719,0.74241,0.007120000000000001,0.14717,220.53923,56.18422,4.72164,0.5077,0.22671,0.12932000000000002,15.18367,15.18367,0.00015
15,NER,2007.0,2007-0389,7.0,10.0,57264.0,,57274.0,,0.0,1,3166,19.0,76.0,2,3048.0,17.0,117.82,12178.0,69.0,470.72,453546112.0,0.0,0.06469,232.0,262.0,66.58530999999999,0.0,1.0,0.0,2.0,0.0,152.15857,925.33317,0.02757,0.02434,0.0,10307866.18182,5e-05,0.01003,3e-05,7e-05,0.00827,1e-05,0.00565,0.0,0.00202,7.25,8.1875,2.0807900000000004,0.0,0.03125,0.0,0.0625,0.0,4.75496,28.91666,0.00086,0.0007599999999999999,0.0,899.76909,0.29982,0.0007099999999999999,0.26969,304.23643,6.45107,0.5351100000000001,0.49476,0.5128199999999999,0.02979,2.27273,2.27273,1e-05
16,BGD,2004.0,2004-0298,730.0,,36000000.0,,36000000.0,2200000.0,0.0,1,2507,14.0,109.0,2,32588418.0,723.0,1458.45,34241212.0,760.0,1532.42,122067853312.0,20.42714,0.65015,280.0,11149.0,3504.927010000001,0.0,54.0,26.0,508.0,658.0,4015.68729,55355.705,3.42147,1.74142,7.22907,156096999.1202,0.0008,0.02188,0.00101,0.00023,0.02239,6e-05,0.01451,0.03577,0.00114,0.49037,19.52539,6.13823,0.0,0.09457,0.04553,0.8896700000000001,1.15236,7.03273,96.94519,0.00599,0.00305,0.01266,1681.60518,0.50005,0.00952,0.64757,11.29045,3.54254,0.24033,0.50741,0.37729,0.05208,51.59847,2.38363,7e-05
17,USA,2006.0,2006-0341,11.0,,65000.0,,65000.0,1000000.0,0.0,1,2871,12.0,3.0,1,22898.0,39.0,180.91,20895.0,36.0,165.08,40384024576.0,0.0,0.02114,1964.0,2578.0,1007.96324,69.0,63.0,43.0,17.0,85.0,1934.52266,18021.25874,4.63145,7.22571,3.5554300000000003,576914636.8,0.01015,0.054470000000000005,0.00839,0.00946,0.06919,0.00103,0.04968,0.0,0.00031,28.46377,37.36232,14.60816,1.0,0.91304,0.6231899999999999,0.24638,1.23188,28.03656,261.17766,0.06712,0.10472,0.051529999999999986,51945.71429,0.9237,0.02738,0.17509,394.91285,25.27801,2.24534,0.49013,0.12423,0.24313,500.0,134.04286000000002,0.00027
18,IDN,2004.0,2004-0098,5.0,,13000.0,,13000.0,60000.0,0.0,1,2437,15.0,8.0,1,21026.0,2628.0,14698.46,57704.0,7213.0,40338.63,3596156672.0,0.0,0.3213,0.0,49.0,14.13471,0.0,13.0,16.0,6.0,11.0,53.2997,780.06493,0.05487,0.32105,0.0,3596156672.0,0.04291,0.05878,0.051370000000000006,0.03095,0.12213,0.00054,0.09483,0.0,0.3213,0.0,49.0,14.13471,0.0,13.0,16.0,6.0,11.0,53.2997,780.06493,0.05487,0.32105,0.0,5114.0839799999985,0.6341899999999999,0.34102,0.22918,1.1875,2.63281,0.15922,0.49845,0.24084,0.026760000000000003,100.0,0.0,2e-05
19,CHN,2005.0,2005-0474,28.0,,14500.0,,14500.0,,0.0,1,2722,24.0,3.0,2,171934.0,197.0,670.87,194097.0,223.0,757.35,16096869376.0,0.0,0.0,8.0,1837.0,657.09497,0.0,0.0,0.0,6.0,0.0,1894.41143,2360.59348,24.20966,0.33208000000000004,0.0,247644144.24615,0.00201,0.04692,5e-05,0.0,0.0486,0.00492,0.03217,0.0,0.0,0.17021,39.08511,13.98074,0.0,0.0,0.0,0.12766,0.0,40.30663,50.22539,0.5151,0.00707,0.0,4273.67933,0.64646,0.029230000000000006,0.37696,19.0982,4.51997,0.37477,0.47931,0.15482,0.08484,97.53846,19.96923,1e-05
20,ETH,2003.0,2003-0204,119.0,,110000.0,,110000.0,,0.0,1,2224,30.0,16.0,1,86039.0,214.0,621.74,3480.0,8.0,25.15,32689708.0,0.0,0.0,0.0,116.0,47.60495,0.0,0.0,0.0,1.0,0.0,12.80992,1011.22187,0.0,0.0017,0.0,817242.7,0.0,0.00389,9e-05,0.0,0.00381,0.0,0.00233,0.0,0.0,0.0,2.97436,1.22064,0.0,0.0,0.0,0.02564,0.0,0.32846,25.92877,0.0,4e-05,0.0,607.38418,0.31001,0.00021,0.0084,270.82058,4.09888,0.28589000000000003,0.4357,0.44628,0.01796,2.0,2.0,7e-05
21,ZWE,2010.0,2010-0119,,,820.0,,820.0,,0.0,1,3616,2.0,16.0,1,3.0,0.0,0.9,174.0,7.0,52.43,9443271.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,148.30297,0.0,0.06938,0.0,3147757.0,0.00159,0.0,0.00016,0.00079,0.0143,0.0,0.00444,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,49.43432,0.0,0.02313,0.0,2388.46257,0.49433,0.0,0.04239,340.24148,28.72443,2.49786,0.50718,0.45408,0.04288,10.66667,4.66667,0.00018
22,CHN,2007.0,2007-0172,43.0,50.0,2300000.0,,2300050.0,78000.0,0.0,1,3079,15.0,1.0,2,1487138.0,750.0,4633.69,990197.0,499.0,3085.3,103205216256.0,0.0,1.4068200000000002,22.0,3175.0,1309.22946,19.0,4.0,0.0,62.0,5.0,8162.9246,15212.75337,225.5581,8.354410000000001,12.53235,320513093.96273,0.00393,0.01439,9e-05,0.0005099999999999999,0.03776,0.0073799999999999985,0.01944,0.0,0.0048200000000000005,0.07534,10.87329,4.48366,0.06507,0.0137,0.0,0.21233,0.01712,27.95522,52.09847,0.77246,0.028610000000000007,0.04292,10130.99845,0.64898,0.00964,0.1574,872.6528099999998,77.75596,6.825760000000002,0.49557,0.18538,0.11369,20.0,21.10248,5e-05
23,ZMB,2004.0,2004-0159,2.0,13.0,196385.0,,196398.0,,0.0,1,2430,1.0,122.0,1,167920.0,8.0,20.44,144223.0,6.0,17.55,1155420672.0,0.0,0.00424,355.0,2293.0,562.02746,0.0,8.0,0.0,8.0,1.0,382.49133,3543.28396,0.00948,0.55235,0.0,1502497.62289,6e-05,0.00379,1e-05,3e-05,0.0014199999999999998,0.0,0.00172,0.0,1e-05,0.6037399999999999,3.89966,0.95583,0.0,0.01361,0.0,0.01361,0.0017,0.6505,6.02599,2e-05,0.00094,0.0,2393.17815,0.46689,0.00032,0.01649,1040.4063199999996,2.95514,0.21364,0.52253,0.47401,0.04094,6.0260099999999985,6.0260099999999985,0.00033
24,SEN,2007.0,2007-0427,8.0,,5300.0,,5300.0,,0.0,1,3180,23.0,20.0,1,224855.0,169.0,654.16,158911.0,119.0,462.31,5316794368.0,0.0,0.37438,1412.0,1293.0,483.59122,5.0,44.0,146.0,53.0,420.0,773.1078,11509.3137,0.00257,4.6471300000000015,2.43881,43225970.47154,0.00421,0.01731,0.00333,0.00134,0.02165,0.00015,0.0149,0.0,0.0035700000000000007,13.44762,12.31429,4.6056300000000014,0.04762,0.41905,1.39048,0.50476,4.0,7.36293,109.61251,2e-05,0.04426,0.02323,2309.07139,0.43858,0.00266,0.14009000000000002,8.28778,2.86645,0.21082,0.50932,0.44501,0.04552,4.8374,4.8374,1e-05
25,IND,2007.0,2007-0415,16.0,,,,,,0.0,3,"[3160, 3162, 3164]",2.0,5.0,2,17525.0,2.0,5.7,159452.0,18.0,51.88,6096934400.0,0.0,14.81666,0.0,6029.0,1351.86362,0.0,0.0,7.0,128.0,0.0,795.14535,2513.047060000001,3.34421,0.0,5e-05,18475558.78788,1e-05,0.02135,0.00024,0.0,0.0035,0.00012,0.00863,0.0,0.05488,0.0,22.32963,5.0069,0.0,0.0,0.02593,0.47407,0.0,2.94498,9.30758,0.01239,0.0,0.0,5605.97727,0.63502,0.00313,0.35932,3.71413,2.24181,0.12763,0.48494,0.32099,0.04613,91.42262,7.3631,0.0
26,HND,2011.0,2011-0386,33.0,,69798.0,,69798.0,,0.0,1,3871,0.0,22.0,1,117125.0,76.0,298.56,108852.0,70.0,277.47,1934238208.0,0.0,9.25474,0.0,798.0,311.48133,0.0,6.0,12.0,9.0,26.0,368.43973,3111.53514,0.02398,0.4205100000000001,0.12434,20577002.21277,0.0005,0.01411,0.00024,0.00018,0.00828,0.0,0.00763,0.0,0.12019,0.0,10.36364,4.04521,0.0,0.07792,0.15584,0.11688,0.33766,4.78493,40.40955,0.00031,0.00546,0.00161,4093.40858,0.61431,0.0049700000000000005,0.1284,84.55581,13.916,1.17549,0.53564,0.40268,0.10633,4.47917,4.47917,0.0003
27,KAZ,2011.0,2011-0178,2.0,,12238.0,3762.0,16000.0,67000.0,0.0,1,3801,3.0,18.0,1,5319.0,1.0,12.4,23750.0,8.0,55.38,6775991296.0,0.0,0.05125,0.0,1077.0,220.88331,0.0,7.0,4.0,30.0,43.0,212.3842,1761.25283,1.91309,0.7743,0.33,33711399.482590005,0.00099,0.00601,0.00028,0.0001,0.00242,0.00011,0.0033200000000000005,0.0,0.00032,0.0,6.77358,1.3892,0.0,0.04403,0.02516,0.18868,0.27044,1.33575,11.07706,0.01203,0.00487,0.0020800000000000003,27086.52488,0.7755,0.00199,0.32224,32.5115,2.53327,0.1874,0.51791,0.21625,0.08461,20.06965,20.06965,0.0001
28,KEN,2007.0,2007-0408,13.0,,40000.0,,40000.0,,0.0,1,3170,7.0,77.0,1,15963.0,78.0,127.53,11354.0,55.0,90.71,96080536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,348.67259,0.0,0.02188,0.0,10675615.11111,0.0003,0.0,8e-05,0.0,0.01263,0.0,0.00321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,69.73451999999999,0.0,0.004379999999999999,0.0,1378.4008199999996,0.48833,0.00161,0.2932,1137.22352,5.78448,0.47083,0.52199,0.46054,0.04579,1.55556,1.55556,0.00011
29,MWI,2015.0,2015-0011,278.0,645.0,638000.0,,638645.0,390000.0,0.0,1,4219,0.0,39.0,1,311461.0,19.0,26.56,220219.0,14.0,18.78,1870056960.0,0.0,0.0,42.0,565.0,143.8131,0.0,8.0,0.0,19.0,9.0,378.02418,8699.59619,0.0,0.30255,0.00536,6875209.411760001,0.0001,0.0028,0.00013000000000000002,0.0001,0.0075,0.0,0.003,0.0,0.0,0.21,2.825,0.71907,0.0,0.04,0.0,0.095,0.045,1.89012,43.49798,0.0,0.00151,3e-05,1185.62592,0.48493,0.0036,0.23627,482.38497,2.1483,0.17874,0.51567,0.48218,0.05139,3.0625,2.00368,4e-05
30,BDI,2002.0,2002-0275,,,6000.0,,6000.0,,0.0,1,1917,9.0,32.0,1,964.0,964.0,48200000.0,314.0,314.0,15700000.0,227512032.0,0.0,0.0,0.0,21.0,6.615,0.0,3.0,6.0,84.0,15.0,60.73971,721.52937,0.016909999999999998,0.46344,0.5668300000000001,227512032.0,0.04907,0.02336,0.04209,0.007140000000000001,0.12385,0.00016,0.07305,0.0,0.0,0.0,21.0,6.615,0.0,3.0,6.0,84.0,15.0,60.73971,721.52937,0.016909999999999998,0.46344,0.5668300000000001,718.58527,0.276,0.01798,0.327,771.125,7.5625,0.69486,0.43431,0.34883000000000003,0.0176,0.0,0.0,0.00018
31,BOL,2007.0,2007-0652,75.0,,485000.0,,485000.0,500000.0,0.0,1,3246,3.0,13.0,1,52427.0,2.0,6.81,44993.0,2.0,5.84,7413368320.0,0.0,0.08466,206.0,1404.0,583.46386,78.0,82.0,45.0,92.0,345.0,2226.86061,20050.34086,38.89507,2.3022,2.06788,4653715.20402,0.00018,0.00141,0.00036,0.00057,0.00362,0.00028,0.002,0.0,6e-05,0.15305,1.04309,0.43348,0.05795,0.06092,0.03343,0.06835,0.25632,1.6544299999999998,14.89624,0.0289,0.00171,0.00154,4875.00691,0.63363,0.00104,0.03449,1255.41083,6.1503,0.50525,0.46401,0.35615,0.04949,6.38544,6.38544,0.00019
32,TUR,2009.0,2009-0355,40.0,20.0,35000.0,,35020.0,550000.0,0.0,1,3536,2.0,3.0,1,36288.0,202.0,2608.17,5222.0,29.0,375.33,2944965120.0,0.18907,0.16055,1201.0,847.0,330.12095,89.0,5.0,1.0,18.0,21.0,414.65511,2910.46685,2.85576,0.3990800000000001,1.0928,105177325.71429,0.00239,0.05935,0.0006,0.02541,0.02993,0.00107,0.04386,0.00822,0.00698,52.21739,36.82609,14.35308,3.86957,0.21739,0.04348,0.78261,0.91304,18.02848,126.54204,0.12416,0.01735,0.04751,19929.30357,0.715,0.01619,0.23009,12.32856,20.59497,1.85143,0.5394,0.27487,0.18442,8.0,8.0,7e-05
33,VNM,2015.0,2015-0292,32.0,,15000.0,,15000.0,204000.0,0.0,1,4280,18.0,11.0,1,11286.0,376.0,5203.18,11390.0,379.0,5251.12,2371922944.0,0.0,0.0,0.0,136.0,61.70927,0.0,0.0,0.0,5.0,0.0,167.54748,1083.14593,8.336269999999999,0.34397,0.01862,592980736.0,0.00703,0.03812,0.0007,0.0,0.0577,0.01592,0.03707,0.0,0.0,0.0,27.2,12.34185,0.0,0.0,0.0,1.0,0.0,33.5095,216.62919,1.66725,0.06879,0.00372,9351.99023,0.6829999999999999,0.015069999999999997,0.13718,12.07917,18.88542,1.60937,0.52936,0.28761,0.12568,0.0,0.0,7e-05
34,MWI,2005.0,2005-0715,1.0,,,44500.0,44500.0,,0.0,1,2773,10.0,47.0,1,191715.0,14.0,18.96,123919.0,9.0,12.25,771587456.0,0.0,0.0,1.0,879.0,164.67915,0.0,8.0,0.0,9.0,1.0,339.50946,5654.53039,0.01815,0.05011,0.0,3414103.78761,2e-05,0.00424,5e-05,0.00011,0.006370000000000001,0.0,0.00317,0.0,0.0,0.005679999999999999,4.99432,0.93568,0.0,0.04545,0.0,0.05114,0.005679999999999999,1.92903,32.12801,0.0001,0.00028,0.0,880.06775,0.38662,0.00209,0.16287,476.76632,1.29857,0.11071,0.51903,0.4810100000000001,0.05593,3.51327,2.0,2e-05
35,PRY,2002.0,2002-0296,,,2765.0,,2765.0,,0.0,1,1925,1.0,22.0,1,8043.0,9.0,39.83,3162.0,3.0,15.66,395311936.0,0.0,0.0,0.0,246.0,110.81292,5.0,9.0,1.0,23.0,38.0,172.1849,1748.68656,0.13482,0.53628,0.07442,5068101.74359,0.0007099999999999999,0.00571,0.0005,0.00096,0.00673,2e-05,0.00443,0.0,0.0,0.0,4.1,1.84688,0.08333,0.15,0.016669999999999997,0.38333,0.6333300000000001,2.86975,29.14478,0.00225,0.00894,0.00124,4606.48798,0.66835,0.0047,0.03117,54.37765,4.135669999999998,0.32605,0.48328,0.27835,0.08622,9.15385,9.15385,0.00033
36,ECU,2016.0,2016-0039,,,23955.0,,23955.0,,0.0,1,4326,18.0,10.0,1,3961.0,440.0,73638.22,400.0,44.0,7436.33,165761376.0,0.0,0.0,14.0,1.0,4.40718,0.0,1.0,0.0,1.0,3.0,32.453109999999995,168.60573,0.0,0.06119,0.0,33152275.2,0.00105,0.00249,0.00028,0.0006,0.01157,0.0,0.008740000000000001,0.0,0.0,7.0,0.5,2.20359,0.0,0.5,0.0,0.5,1.5,16.22655,84.30287,0.0,0.0306,0.0,8429.89375,0.7436,0.006220000000000001,0.09352,18.39583,32.79167,2.54168,0.48318,0.37858,0.05371,6.8,6.8,0.00055
37,ARG,2017.0,2017-0221,1.0,,9000.0,,9000.0,,0.0,1,4462,1.0,16.0,1,53771.0,46.0,491.76,9404.0,8.0,86.0,7020274176.0,0.0,11.98147,1.0,1031.0,247.49081,45.0,9.0,1.0,11.0,9.0,248.7109,3760.13142,0.00124,0.17140999999999998,0.1186,50871552.0,0.00017,0.00926,0.00018,0.00284,0.0075,0.0,0.00629,0.0,0.09741,0.00813,8.38211,2.01212,0.36585,0.07317,0.00813,0.08943,0.07317,2.02204,30.57017,1e-05,0.00139,0.00096,41083.68116,0.8400799999999999,0.00141,4e-05,287.04796,20.80936,1.7956900000000002,0.49699,0.255,0.07318999999999999,14.87324,14.87324,2e-05
